,User,Date Created,Number of Likes,Source of Tweet,Tweet
13,rer4life,2023-01-01 16:57:04+00:00,2,Twitter for Android,"@_opyzyle @Eyanolowo1 @Morris_Monye Lagos progress is envy by much, if any any Governor would have done half of what Sanwoolu is doing,he would have been called the best Governor ever."
14,rer4life,2023-01-01 16:50:27+00:00,0,Twitter for Android,@iamrichboss2267 @Morris_Monye So you believe that Ortom and Okowa did better than Sanwoolu...
15,Tundeking13,2023-01-01 15:03:23+00:00,0,Twitter for Android,"@Quazim11 @emekabk21 @_Knight_Templar @IfeanyiOyibe3 @JaypeeGeneral This daft gan o. Who Fashola,Ambode,Sanwoolu help. I pity your unborn kids sha. Continue defending a know drug lord."
16,SamsonUmukoro4,2023-01-01 14:07:54+00:00,1,Twitter for Android,"@adunni_tmo All the names in Nigerian politics they admire secretly, from Fashola to Osinbajo to Ambode  to Gbajabiamila to SanwoOlu etc are all his students! Yet you hate the teacher. Nkan shey e!"
17,Quazim11,2023-01-01 13:58:01+00:00,0,Twitter for Android,"@emekabk21 @_Knight_Templar @IfeanyiOyibe3 @JaypeeGeneral Who and who did he make ? We know Asiwaju has Fashola, Osinbajo, Ambode, Sanwoolu,  Banire etc... instead of him to invest in his people he (Obi) invested Anambra state money in his family business. Ode keep living mumu life."
18,Quazim11,2023-01-01 10:26:11+00:00,0,Twitter for iPhone,"@_Knight_Templar @IfeanyiOyibe3 @JaypeeGeneral Let’s not go far and start with human capital; Osinbajo, Fashola, Ambode and Sanwoolu…. Modern day developments that you all enjoy in Lagos that makes your kinsmen come in every second is enough and we don’t sit at home on Monday."
19,OjoraFuad,2023-01-01 09:55:23+00:00,5,Twitter for iPhone,"1/ Win 50k in the #SpiritOfLagosChallenge
How to participate:
1. Like this post and follow @bosyopsofficial on IG and Twitter 
2. Quote this post mentioning projects of Governor Babajide SanwoOlu you know and use #SpiritOfLagos
Winners get: N50k, N20k &amp; N10k"
20,Bull0fjohn,2023-01-01 09:04:36+00:00,0,Twitter for iPhone,@Nuga234 @Yemihazan Repent nuggy ❤️. No worry sanwoolu go win Lagos so you go still flexing
21,afolagbenga,2023-01-01 08:27:32+00:00,1,Twitter for Android,@Tochiba004 @ruffydfire Thesame Tinubu that Rufai has the number of his boy sanwoolu on his phone and threaten to call on a policeman doing his job his commissioner even attends his party and sprayed some of those stolen monies bloody hypocrite he is a friend to a thief
22,belloalesh,2023-01-01 08:21:32+00:00,0,Twitter for Android,"Worst governor...Godwin Obaseki
Best governor...jide sanwoolu"
23,afolagbenga,2023-01-01 08:04:49+00:00,0,Twitter for Android,@bungwon_zak @ruffydfire If the devil comes to preach the gospel to you would u have acknowledged he spoke the truth? Remember he even quoted scriptures for Jesus but it was all lies. Rufai is 1 of them he has sanwoolu number on his phone his commissioner  attends his party  he should stop forming saint
24,Quazim11,2023-01-01 07:56:03+00:00,0,Twitter for iPhone,Where did you see Sanwoolu calling drilling of boreholes achievement ?
25,Seniorfather2,2023-01-01 07:52:55+00:00,0,Twitter for Android,"@JokeSanwoolu Mama happy New to you all the lagos first family, may God straighten your husband and the Sanwoolu's , to service lagos better this year. Amen"
26,mikedyrated,2023-01-01 07:29:49+00:00,0,Twitter for Android,@mayor_onyebueke Sanwoolu dey try oo!!
27,LegitNigerian,2023-01-01 04:45:49+00:00,2,Twitter for iPhone,"@Morris_Monye BEST GOVERNOR CONTENDERS
1. Seyi Makinde
2. Nyesom Wike 
3. Emmanuel Udom
4. Babagana Zulum
5. SanwoOlu

WORST GOVERNOR CONTENDERS
1. Ben Ayade (For transforming CRS backwards)
2. Benedict Ayade (For using unnecessary vocabs)
3. Nasir El Rufai (Due to killings in Southern Kaduna)"
28,GaniyuBayewu,2023-01-01 01:48:36+00:00,0,Twitter Web App,"It's plenty, Sanwoolu is not playing"
29,tha_strummer,2023-01-01 01:32:33+00:00,0,Twitter Web App,"Best Governors of 2022 and i'm seeing SanwoOlu, Elrufai? Nah. I should stop arguing this year 2023 about the political choices of many tweeps here.

I couldn't let Brymo's own slide."
30,mikedyrated,2022-12-31 21:21:05+00:00,0,Twitter for Android,@Topboychriss Sanwoolu is clear
31,LefBabylon,2022-12-31 20:18:25+00:00,0,Twitter for Android,@AdekunleOluse19 @Morris_Monye Don't ever mention Sanwoolu
32,LefBabylon,2022-12-31 20:15:43+00:00,0,Twitter for Android,@amogu_jeremiah @Morris_Monye Where is Sanwoolu?
33,LefBabylon,2022-12-31 20:14:18+00:00,0,Twitter for Android,@Morris_Monye Sanwoolu is the worst
34,SulaimonBakar11,2022-12-31 19:36:36+00:00,0,Twitter for Android,@solaiyeps Bigger and Better in 2023 and beyond by God grace. Well done sir keep up the good job you are doing for sports in Lagos and also kudos to our sport loving governor babajide olusola sanwoolu and the entire sport family in Lagos State
35,AdetolaniJiboye,2022-12-31 19:07:53+00:00,1,Twitter for Android,"The Best Governor in Nigeria is  Sanwoolu followed by Wike, the records are there no noise. Would have said Elrufai  too but insecurity fucked him up and as  the CSO of the state, he failed woefully in that Area. Governor with the Best PR team and people friendly Governor is GSM"
36,Eyanolowo1,2022-12-31 18:36:17+00:00,2,Twitter for Android,"@Morris_Monye Lmao
The way people are trying so hard not to call SanwoOlu"
37,walleniiji,2022-12-31 17:48:47+00:00,1,Twitter Web App,Sanwoolu: Greater Lagos Assured https://t.co/b5EMppTPHT
38,BDraugur,2022-12-31 16:49:44+00:00,1,Twitter for iPhone,"@omotoyositysi He’s told you how he’ll get around the ‘law’. I wasn’t saying anything about his humility, or making it a tribal thing. I know he’ll do better than Sanwoolu because he’s not under anyone control. He’ll actually work for Lagosians, not the inefficiencies we currently have."
39,bosekopage,2022-12-31 16:35:50+00:00,11,Twitter for iPhone,"As part of his efforts to reduce the housing crisis in Lagos, Gov Babajide Sanwoolu has said that Lagos is funding a housing finance system that will reduce the economic burden of housing on Lagosians.
#BOSEKO #AskYourGov
#GreaterLagosBetterYou https://t.co/BEcr0q4Tsb"
40,iamquadrii,2022-12-31 16:09:10+00:00,0,Twitter for Android,"@Morris_Monye Worst Governor: Dapo Abiodun
Most impressed: Gov wike and Gov sanwoolu"
41,ManLikeIcey,2022-12-31 16:07:06+00:00,5,Twitter for iPhone,"Most impressed - Sanwoolu.

Worst - Ikpeazu."
42,BDraugur,2022-12-31 15:41:58+00:00,2,Twitter for iPhone,"@omotoyositysi He responded to your tweet questioning his capacity. It’s only fair to ask you to support him. I don’t think Sanwoolu can do much considering the current power structure in Lagos. He’s been poor for me, at the very least, in improving standard of living in Lagos."
43,LegendaryJoe,2022-12-31 14:48:04+00:00,60,Twitter for Android,"..one comes bearing Lies, ""Go and Verify"", we verified and found NOTHING, must be d Antichrist. Messi completed Football as SanwoOlu completed Transportation, The 27km Blue rail opened in Lagos, those whose parents were contented with Kerosene and Fufu say it's nothing, we 3/"
44,iconic_remi,2022-12-31 13:50:22+00:00,8,Twitter for iPhone,@Morris_Monye I can only talk about my own state. Lagos. My PR governor HE sanwoolu is the worst we’ve seen in lagos  after Tinubu though
45,AA_Edem1722,2022-12-31 13:29:43+00:00,0,Twitter for Android,@martiinsu @OkoroFinian Prisoners recently released by SanwoOlu..
46,bosyopsofficial,2022-12-31 13:20:50+00:00,135,Twitter for iPhone,"1/ Win 50k in the #SpiritOfLagosChallenge
How to participate:
1. Like this post and follow @bosyopsofficial on IG and Twitter 
2. Quote this post mentioning projects of Governor Babajide SanwoOlu you know and use #SpiritOfLagos
Winners get: N50k, N20k &amp; N10k https://t.co/WO7HK69ULr"
47,Ndmyty,2022-12-31 12:07:32+00:00,0,Twitter for Android,"@Moebillz5 @mbkusharki @Henry58546465 You live in Lagos and you're asking what legacy Tinubu left?? Fashola, Ambode, Sanwoolu are part of Tinubu's legacies to mention but a few"
48,tosino52,2022-12-31 12:07:09+00:00,22,Twitter for Android,"Give it to @jidesanwoolu plssss

Completed 1,097 projects in 970 public schools across Lagos State by Babajide Sanwoolu Administration 

 #SanwoAgain #GreaterLagosRising https://t.co/dErhtXKFnU"
49,factfactos,2022-12-31 12:06:17+00:00,0,Twitter for iPhone,"@official_juxkid @jidesanwoolu See this one lol. Is that all you've got? Mumu people will leave their useless governors like ikpeazu and be attacking sanwoolu as if dem invite dem to come Lagos. Werey said he's paying tax as if it's not Lagos he's making those money. Without Lagos, ibos go just dey nooni. Lol"
50,Doziev,2022-12-31 12:01:50+00:00,1,Twitter for Android,"The last time I sent a DM that risky, sanwoolu was probably still in gbagada general hospital. Honest truth."
51,Lizzyhunt11,2022-12-31 11:49:06+00:00,0,Twitter for iPhone,@Morris_Monye Jide sanwoolu
52,Allawizzow1,2022-12-31 11:28:55+00:00,0,Twitter Web App,"@Morris_Monye The best is Sanwoolu. 
The worse should be competed between Ortom and Ikpeazu."
53,Topsyken,2022-12-31 11:27:50+00:00,0,Twitter for Android,"This is Lagos. 

Tinubu's Lagos. 

SanwoOlu's Lagos. 

#SanwoAgain #SanwoLekansi 😁✌️"
54,sulawise,2022-12-31 11:24:58+00:00,3,Twitter for Android,"@Mr_JAGs @jidesanwoolu @ppplagos @olumide_sogunle @Riddwane @gboyegaakosile @gbenga_omo @LASGWorks @ramadeyo @OlusesanDaini This means SANWOOLU WILL COMMISSION THE BRIDGE.

I WILL BE SO HAPPY TO SEE THAT."
55,SobogunMariam,2022-12-31 10:53:05+00:00,0,Twitter for Android,@ThisIsBsong It's not under Sanwoolu ...its Ogun state..
56,ThisIsBsong,2022-12-31 10:46:10+00:00,1,Twitter for iPhone,@SobogunMariam You tried and I perfectly understand too😂😂😂 e Pele bad government Buhari no good SanwoOlu no do well… na them dey chop Una money so 😂😂😂😂
57,mbkoyebode,2022-12-31 10:41:33+00:00,0,Twitter for iPhone,@Morris_Monye Worst Governor - Badaru abubakar.                                    Best Governor - Sanwoolu…
58,factfactos,2022-12-31 10:22:50+00:00,0,Twitter for iPhone,@official_juxkid @jidesanwoolu No you're the wailer and intruder coming into what's not yours. Are you from Lagos and is sanwoolu your state governor? Go and demand good governace from your state government. They all share money from abuja every month. You're ibo and a visitor in southwest. My point!
59,Adetolaa_a,2022-12-31 09:49:59+00:00,1,Twitter for Android,"Walahi, I felt that Sanwoolu post was about funding. Apparently na bidder them dey announce and its listed as achievement"
60,Aladay7,2022-12-31 08:31:56+00:00,0,Twitter for Android,"@waluechi @samuelokwarac @LukeObhokhan @Shehusky You guys do not understand the TInubu leadership school. He doesn't singlehandedly pick people. Many times, the candidates are not his first choice but the leaders get his buy in. Like in the case of Fashola 2nd term, Ambode 2nd term. It was the leaders that sold Sanwoolu to him."
61,Dtwo_D2,2022-12-31 08:24:39+00:00,0,Twitter for Android,"@Olayemmyy @sammyalfred7 @TimiBlaze @bechiny Your hypocrisy no get level.
Buut you and your fellow decamped PDP turns obi-dient call for Sanwoolu and Tinubu head because of the Lekki Toll-Gate shooting during the Endsars protest in year 2020."
62,oonabanjo007,2022-12-31 08:00:10+00:00,0,Twitter for Android,"@osazenoo If SANWOOLU abandon predecessor project people will talk, he completed some if the project people are talking what else do you want?. Governance is a continuous that has been the problem with Nigeria as a whole"
63,oonabanjo007,2022-12-31 07:50:30+00:00,0,Twitter for Android,"@osazenoo @Adams Taofeek, @Osas I think we should have our fact and figures right before we complain. Depending on the angle u look @ something that determine ur conclusion. 6 to someone is 9 to another. There are several project SANWOOLU took over from Ambode &amp; Fashola that he completed."
64,LadiNkem,2022-12-31 07:47:53+00:00,0,Twitter for Android,"@osazenoo @osazenoo Wike and Zulum have been very fantastic but sanwoolu and elrufai , I disagree"
65,Iyalla1,2022-12-31 07:30:44+00:00,0,Twitter for Android,"@onis2bishop @TrafficChiefNG @jidesanwoolu @ARISEtv @channelstv @Gidi_Traffic @TheNationNews I must remind you that he did through his surrogate sanwoolu and it was said during the endsars panel by the military that the governor called them for help, can sanwoolu do anything without his boss? So yes he did."
66,Folajesty,2022-12-31 07:24:29+00:00,1,Twitter for Android,"Whoever is in charge oh Sanwoolu's campaign,  please behave yourself. I can't be playing games on my phone and your ad will be interrupting me, e je ki ori yin pe o"
67,mcnun,2022-12-31 06:27:40+00:00,0,Twitter for iPhone,@knowngnman @jidesanwoolu So where did Sanwoolu steal in the past?
68,BabaKinzobaba1,2022-12-31 05:49:28+00:00,0,Twitter for iPhone,"My vote is for APC next year from top to bottom so help ne God, Asiwaju for president, Sanwoolu for second term, Adebule for senate, K.K for Rep, Loco for Assembly 01, we shall win together by God grace"
69,Kobomoje001,2022-12-31 04:59:35+00:00,6,Twitter for Android,"@Adedayo_2 @phibila @BrymOlawale They're scared he'd raise the bar so high they'll loose relevance. People's eye will be so open. Do you think Lagos can ever vote anyone in the mold of Ortom or Ikpeazu? Anyone below Sanwoolu, Fashola standard?

Kaduna will never willingly vote anyone below Elrufai standard again"
70,princeamoduola,2022-12-31 04:13:48+00:00,1,Twitter for Android,"RE-ELECT GOVERNOR BABAJIDE OLUSHOLA SANWO-OLU FOR SECOND TERM IN LAGOS STATE GOVERNORSHIP GENERAL ELECTION COME 2023.
... Sanwoolu Lekan si https://t.co/w1RImpiQ9Y"
71,Mactaiwoo,2022-12-31 04:10:16+00:00,1,Twitter for Android,@dareylyon @followlasg 24 not counting Sanwoolu's first 4 and delivery date. Also considering there would be redesign updates that will add rail and subway... If they consider where the rest of the world is presently
72,Mactaiwoo,2022-12-31 03:56:27+00:00,0,Twitter for Android,"@Emeystan @followlasg Well if you need to diss you need to know the full story too. Let me help you the discussion on 4th mainland bridge started with Tinubu, then Fashola... Need I say more?
May be the next governor after Sanwoolu would be the person to take delivery of it"
73,Olasupreme,2022-12-31 02:39:35+00:00,3,Twitter for iPhone,"@LeonardoOkojie @jidesanwoolu 😀😀

Na Lagos Governor concern us abeg. Leave out Eastern governors for us. Make SanwoOlu perform first."
74,taiyelolu__,2022-12-31 00:03:37+00:00,0,Twitter for iPhone,@jidesanwoolu Sanwoolu lekansi
75,ObiHarrisoN17,2022-12-30 23:15:00+00:00,4,Twitter for Android,"@emmaikumeh @OfficialPDPNig @GovWike @atiku Chai...
Ehya....

Wike na you do this one..
PDP PCC writing letter to PDP governor in PDP state to beg for venue 🤦😩. How e dy sound for ear??

It's just like Tinubu writing to SanwoOLu a letter to grant them venue for campaign...
You no go say na JUJU be that.."
76,JanetVi28285943,2022-12-30 22:20:04+00:00,0,Twitter for Android,@jidesanwoolu Sir sanwoolu qudus you will the next government but when come security especially police officer they do  stop people to collect money please take action sir god bless Lagos appointe me as French ambassador aure voir 08102827215
77,OyedunBade,2022-12-30 22:18:20+00:00,1,Twitter for Android,@Emeka55201045 @janeafolabi123 @SaynotoSokoloan @SaharaReporters @HQNigerianArmy Declaration of curfew as a result of a tsunami or an hurricane? You failed to understand that Curfews can only be imposed &amp; obeyed when d citizens felt that d environment is dangerous for their livelihood.Are u implying that Sanwoolu invited the Army to LTG to enforce the curfew?
78,de_banji,2022-12-30 21:45:32+00:00,0,Twitter for iPhone,"@osazenoo @adeolujus Ogbeni, it is the party you support… even if they serve you dung as food on a daily, you will still sing their praises and and roll in the gutter in appreciation! 
sanwoolu is uselessly üselêśś!"
79,iam_brainer,2022-12-30 21:34:19+00:00,1,Twitter for iPhone,"@UthmanOpeyemhi @DanielRegha In your own opinion, how much do you think Sanwoolu stole from this project? https://t.co/GhCNTMB0p9"
80,countrybutions,2022-12-30 21:15:59+00:00,2,Twitter for iPhone,"This Sanwoolu has to be a super fun guy

Because no one who demonstrates this level of naïveté and foolishness should be in his position"
81,ife01234,2022-12-30 20:33:49+00:00,0,Twitter for Android,"@osazenoo When comparing Sanwoolu to Ambode, Sanwoolu performances is worse"
82,kofoworola_aa,2022-12-30 20:21:55+00:00,13,Twitter for iPhone,"APC will use 4th mainland bridge to campaign until when? Ambode started the construction of the roads and couldn’t complete it, SanwoOlu has been there for 4years, still not completed. Another election is around the corner and the proposed bridge is being used to cajole people."
83,Gabdmar,2022-12-30 19:46:20+00:00,1,Twitter for Android,"@Samzyboi94 @olayemi_123 Comparing Sanwoolu and Seyi makinde only shows that the person isn't serious.
U can only compare Seyi with a state that they are earning the same allocation and how much is been generated from the IGR for a meaningful comparison."
84,Harri_obi,2022-12-30 19:37:38+00:00,1,Twitter for iPhone,@KristoOfCrypto Sanwoolu is working.
85,knowngnman,2022-12-30 19:37:34+00:00,0,Twitter for iPhone,@ObatundeOladapo @jidesanwoolu But my dad isn’t as useless as you when your biggest achievement is looking to peanuts from sanwoolu. Your stupid identity is right before me. Shouldn’t you be worried
86,TAssorted,2022-12-30 19:33:44+00:00,4,Twitter for iPhone,“Lagos is not for trial and error” Sanwoolu 2022
87,ogbenibabalola,2022-12-30 19:27:05+00:00,21,Twitter for Android,"@LeonardoOkojie @jidesanwoolu Experience has shown that anyone who tries to hold a governor to account in SE may find himself in deep trouble. Many of these characters don't want trouble! They just focus elsewhere. What some of them say to Sanwoolu, if they try it with their own govs, they may not survive it!"
88,Christi16399768,2022-12-30 19:21:38+00:00,0,Twitter for iPhone,@EmmanuelAdukwu @jidesanwoolu Thinking the project and actually starting it is an history made. That’s a big stride. Good job SanwoOlu ❤️❤️❤️
89,addiebillionss,2022-12-30 18:30:33+00:00,0,Twitter for iPhone,"…in Ikorodu.

The emergence of the 4MB will relieve severe congestion on the existing Carter, Eko and Third Mainland Bridges, while opening new areas of the city for future developments.

Governor Babajide Sanwoolu"
90,Mario9jaa,2022-12-30 18:24:11+00:00,51,Twitter for iPhone,"4th Mainland Bridge as proposed by Sir Lord Lugard in 1916.

One Sanwoolu should not come and claim the glory when it is completed oo..
#GreaterLagosRising 

 https://t.co/KpSrumtItJ"
91,Rhorshid,2022-12-30 18:08:12+00:00,3,Twitter for iPhone,"@jidesanwoolu This indeed is monumental, may God continue to bless my state, continue to bless every past Governor who did a thing or two to further our state. God bless Bola Ahmed Tinubu, the architect of the modern Lagos and God bless Gov. Sanwoolu for continuing to prove critics wrong.💪🏾"
92,oluoloni,2022-12-30 17:43:11+00:00,22,Twitter for Android,"Today, history was made yet again, as we officially announced the preferred bidders for the proposed 4th mainland bridge (4MB) project.

This project which is a PPP arrangement between Lagos state through the office of the PPP

Governor Babajide Sanwoolu https://t.co/2DVtZELKzX"
93,Toonermania007,2022-12-30 17:35:18+00:00,2,Twitter for iPhone,@GRVlagos You need to engage the non-Yoruba dominated areas and win them over.Most of these people are tired of the agbero and unnecessary taskforce set up by Sanwoolu and Tinubu to milk them of every penny.
94,MzDual,2022-12-30 17:28:05+00:00,1,Twitter for Android,"via Owutu/Isawo in Ikorodu.

The emergence of the 4MB will relieve severe congestion on the existing Carter, Eko and Third Mainland Bridges, while opening new areas of the city for future developments.

Governor Babajide Sanwoolu
( @jidesanwoolu )"
95,_chiefagbabiaka,2022-12-30 17:22:43+00:00,0,Twitter for Android,"via Owutu/Isawo in Ikorodu.

The emergence of the 4MB will relieve severe congestion on the existing Carter, Eko and Third Mainland Bridges, while opening new areas of the city for future developments.

Governor Babajide Sanwoolu
( @jidesanwoolu )"
96,gziiie,2022-12-30 17:20:45+00:00,52,Twitter for iPhone,"History was made yet again today as Gov Babajide Sanwoolu officially announced the preferred bidders for the proposed 4th mainland bridge (4MB) project. #SanwoAgain
#GreaterLagosRising https://t.co/qlj4Q0pfVY"
97,iamexodus_,2022-12-30 17:19:30+00:00,1,Twitter for Android,"The emergence of the 4MB will relieve severe congestion on the existing Carter, Eko and Third Mainland Bridges, while opening new areas of the city for future developments.

Governor Babajide Sanwoolu

#SanwoAgain
#GreaterLagosRising"
98,Momopee2,2022-12-30 17:16:51+00:00,1,Twitter for Android,@mandisu2002 @allibaloo Keep up with Sanwoolu's TL
99,layeenka,2022-12-30 17:10:10+00:00,0,Twitter for iPhone,"So, Sanwoolu will be the one to deliver the  4MB, I’m highly impressed and I wish him all the best in his second term"
100,RajiDraj,2022-12-30 17:01:38+00:00,11,Twitter for Android,Again. Governor Babajide Olusola SanwoOlu of Lagos State deserves his accolades. E don try 🙌
101,UthmanOlaide,2022-12-30 16:43:48+00:00,1,Twitter for Android,"The Bridge is expected to become the second longest in Africa, The emergence of the 4MB will relieve severe congestion on the existing Carter, Eko and Third Mainland Bridges, while opening new areas of the city for future developments.

Governor Babajide Sanwoolu.... /3 https://t.co/mfdWjTyyqG"
102,UthmanOlaide,2022-12-30 16:43:44+00:00,1,Twitter for Android,"The emergence of CCECC-CRCCIG CONSORTIUM as the preferred bidder and MOTA-ENGIL (NIGERIA &amp;AFRICA), CCCC &amp; CRBC CONSORTIUM as the reserved bidder went through rigorous process ~ Governor Babajide Sanwoolu....... /2 https://t.co/DZXyWVmE4v"
103,BoladeAdesokan,2022-12-30 16:41:43+00:00,0,Twitter Web App,@Princesuleto @Mr_JAGs Jide? Sanwoolu or Adediran?
104,LawalKe51262818,2022-12-30 16:37:44+00:00,0,Twitter for Android,@gboyegaakosile @jidesanwoolu Good of you Mr Sellable Ariwo ko  Mr Talk and do babajide Sanwoolu My Governor ti ko Common. Lagos is working.
105,samtab66,2022-12-30 16:28:36+00:00,0,Twitter for Android,"@Mr_JAGs @ppplagos @gbenga_omo @gboyegaakosile @Riddwane @OlusesanDaini @SanwoAgain @LASGWorks @ramadeyo @odunuga_shina @TheNationNews @GreaterLagosNG I am sure this announcement is meant gullible Nigerians with short memories. Tinubu, Fashola, Ambode and now SanwoOlu used the same 4th mainland to deceive their gullible supporters https://t.co/m352JAqbz8"
106,MikeEbullience,2022-12-30 16:09:52+00:00,1,Twitter for Android,"@foj311 @adeolujus @toideve @osazenoo So, as old as you are you have not heard about ibom airline started and completed be Governor Emmanuel Udom of Akwa Ibom state? Nigeria Air has refused to fly since 2015 that buhari promised to make it fly. Yet, you are praising sanwoolu over a project he merely completed🙄"
107,HifRadiotv,2022-12-30 15:56:11+00:00,0,Twitter for Android,The 4th Mainland bridge was given the go ahead by the working Governor of Lagos State. Babajide Sanwoolu. https://t.co/tZuokKCzEZ
108,OlatunjiArije,2022-12-30 15:51:23+00:00,7,Twitter for Android,"via Owutu/Isawo in Ikorodu.

The emergence of the 4MB will relieve severe congestion on the existing Carter, Eko and Third Mainland Bridges, while opening new areas of the city for future developments.

Governor Babajide Sanwoolu
( @jidesanwoolu )"
109,asiwaju_wa,2022-12-30 15:34:57+00:00,1,Twitter for Android,"The emergence of the 4MB will relieve severe congestion on the existing Carter, Eko and Third Mainland Bridges, while opening new areas of the city for future developments.

~ Governor Babajide Sanwoolu

#SanwoAgain #GreaterLagosRising"
110,FunshoShina,2022-12-30 14:55:02+00:00,3,Twitter for Android,"@jidesanwoolu Sanwoolu Hazmat one more term.
It is very possible and certain."
111,onyxdynamics,2022-12-30 14:31:27+00:00,1,Twitter for Android,Sanwoolu has been lying about paying gratuities and pensions of Lagos state retirees. Lagos needs a breath of fresh air. https://t.co/I3KN4boqla @atiku @officialjandor @funkeakindele @aeroland2015
112,AfriSupaTalents,2022-12-30 14:28:19+00:00,2,Twitter for Android,"See them... One of them is wearing SANWOOLU @jidesanwoolu campaign shirt... @INEC please why  are APC thugs in charge of PVC collection at this your ETI-OSA office? Trying to disenfranchise  good-meaning citizens?
Cc:
@USinNigeria @UKinNigeria @EUinNigeria"
113,Alphadelani200,2022-12-30 14:10:49+00:00,5,Twitter for Android,@ruffydfire Today I remember blue line inaugurated by H. E Sanwoolu and hope of Dangote refinery to be online next year. Good things will continue to happen to this nation.
114,twinbee0126,2022-12-30 13:56:54+00:00,3,Twitter for Android,"@Gorrillla_Unit @woye1 @jidesanwoolu No, please. We want them all to go back. We even promise to send Sanwoolu to go there and help them plan. But, we want them to leave Eko."
115,NaijaToday_,2022-12-30 13:20:57+00:00,5,Twitter for iPhone,"And you will tell the people of Elemoro, Ajah won’t vote for @jidesanwoolu in mad numbers … along with parents, youths who will enjoy this facility and school? 

Thank you Babajide Sanwoolu 
@tokunbo_wahab @drobafemihamzat @BabajideFadoju @APCUKingdom @KemPatriot @MrAfobaje https://t.co/XaymUcfQvB"
116,netgeria,2022-12-30 12:33:47+00:00,0,Twitter for Android,Sanwoolu pe pension and gratuities Tinubu must be president by force...
117,surv3secondz,2022-12-30 12:16:02+00:00,0,Twitter for Android,Babajide Olusola Sanwoolu @jidesanwoolu. A governor like the president of a country. Governor general of Nigeria...
118,AzmopeV,2022-12-30 12:01:30+00:00,0,Twitter for Android,"Pa Jimi Disu always amazed me, with his analysis on issues... Sanwoolu met with the I.G yesterday on the killing of Bola Raheem but Pa Jimi said, governor shouldn't do that but state attorney work and we all expected PMB at every incident places... Nigeria Awon Master of All"
119,adeolujus,2022-12-30 11:44:47+00:00,1,Twitter Web App,"@kabirkaybee @foj311 @toideve @osazenoo Don't get it wrong. I never said such. 

With or without SanwoOlu as governor, that project will run bcos it wasn't being financed by Lagos Govt. 

In Sanwo 4 years, highlight his major performance. All attributed to him. 

I can lose count for Fashola &amp; Ambode"
120,Ajaguna1,2022-12-30 11:37:30+00:00,0,Twitter for iPhone,@osazenoo Sanwoolu
